timestamp_ms,seq,angular_delta,qw,qx,qy,qz,px,py,pz,delta_dist,flags
350,35,0.333200,0.989392,0.000000,-0.145268,0.000000,0.2870,-0.0010,0.0859,0.008330,0x00
360,36,0.333200,0.989392,0.000000,-0.145268,0.000000,0.2960,-0.0017,0.0890,0.008330,0x00
370,37,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3034,-0.0006,0.0895,0.008330,0x00
380,38,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3112,-0.0005,0.0936,0.008330,0x00
390,39,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3192,0.0016,0.0955,0.008330,0x00
400,40,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3261,0.0002,0.0984,0.008330,0x00
410,41,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3365,0.0008,0.1009,0.008330,0x00
420,42,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3445,-0.0012,0.1023,0.008330,0x00
430,43,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3501,-0.0004,0.1040,0.008330,0x00
440,44,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3597,-0.0002,0.1063,0.008330,0x00
450,45,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3660,0.0003,0.1110,0.008330,0x00
460,46,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3770,0.0029,0.1130,0.008330,0x00
470,47,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3820,-0.0021,0.1152,0.008330,0x00
480,48,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3901,-0.0004,0.1167,0.008330,0x00
490,49,0.333200,0.989392,0.000000,-0.145268,0.000000,0.3988,0.0011,0.1199,0.008330,0x00
500,50,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4067,-0.0010,0.1204,0.008330,0x00
510,51,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4144,-0.0001,0.1263,0.008330,0x00
520,52,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4230,0.0010,0.1264,0.008330,0x00
530,53,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4297,-0.0010,0.1286,0.008330,0x00
540,54,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4409,-0.0008,0.1325,0.008330,0x00
550,55,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4459,0.0009,0.1345,0.008330,0x00
560,56,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4546,-0.0000,0.1358,0.008330,0x00
570,57,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4632,-0.0005,0.1377,0.008330,0x00
580,58,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4694,0.0002,0.1429,0.008330,0x00
590,59,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4789,-0.0001,0.1440,0.008330,0x00
600,60,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4880,0.0002,0.1457,0.008330,0x00
610,61,0.333200,0.989392,0.000000,-0.145268,0.000000,0.4958,0.0004,0.1500,0.008330,0x00
620,62,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5028,-0.0012,0.1495,0.008330,0x00
630,63,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5123,0.0017,0.1531,0.008330,0x00
640,64,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5182,0.0015,0.1545,0.008330,0x00
650,65,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5257,0.0006,0.1576,0.008330,0x00
660,66,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5345,-0.0002,0.1608,0.008330,0x00
670,67,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5439,0.0001,0.1635,0.008330,0x00
680,68,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5485,-0.0000,0.1644,0.008330,0x00
690,69,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5573,-0.0009,0.1673,0.008330,0x00
700,70,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5674,-0.0013,0.1700,0.008330,0x00
710,71,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5740,-0.0003,0.1734,0.008330,0x00
720,72,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5830,0.0013,0.1746,0.008330,0x00
730,73,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5897,-0.0002,0.1774,0.008330,0x00
740,74,0.333200,0.989392,0.000000,-0.145268,0.000000,0.5986,-0.0011,0.1797,0.008330,0x00
750,75,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6066,0.0025,0.1839,0.008330,0x00
760,76,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6135,-0.0003,0.1829,0.008330,0x00
770,77,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6217,0.0003,0.1880,0.008330,0x00
780,78,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6296,-0.0007,0.1870,0.008330,0x00
790,79,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6381,-0.0011,0.1910,0.008330,0x00
800,80,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6454,-0.0001,0.1922,0.008330,0x00
810,81,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6528,0.0021,0.1951,0.008330,0x00
820,82,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6611,0.0018,0.2016,0.008330,0x00
830,83,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6690,-0.0004,0.2015,0.008330,0x00
840,84,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6799,-0.0010,0.2033,0.008330,0x00
850,85,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6869,0.0004,0.2055,0.008330,0x00
860,86,0.333200,0.989392,0.000000,-0.145268,0.000000,0.6940,-0.0014,0.2081,0.008330,0x00
870,87,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7018,0.0002,0.2102,0.008330,0x00
880,88,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7106,0.0010,0.2133,0.008330,0x00
890,89,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7184,0.0001,0.2155,0.008330,0x00
900,90,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7253,0.0003,0.2178,0.008330,0x00
910,91,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7361,0.0016,0.2207,0.008330,0x00
920,92,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7412,-0.0011,0.2239,0.008330,0x00
930,93,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7502,0.0005,0.2233,0.008330,0x00
940,94,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7589,0.0005,0.2264,0.008330,0x00
950,95,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7655,0.0003,0.2299,0.008330,0x00
960,96,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7736,-0.0001,0.2320,0.008330,0x00
970,97,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7820,0.0015,0.2321,0.008330,0x00
980,98,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7896,0.0002,0.2374,0.008330,0x00
990,99,0.333200,0.989392,0.000000,-0.145268,0.000000,0.7975,-0.0018,0.2398,0.008330,0x00
1000,100,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8075,-0.0015,0.2427,0.008330,0x00
1010,101,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8135,-0.0001,0.2432,0.008330,0x00
1020,102,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8214,0.0013,0.2472,0.008330,0x00
1030,103,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8315,0.0012,0.2495,0.008330,0x00
1040,104,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8395,0.0004,0.2522,0.008330,0x00
1050,105,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8454,0.0001,0.2531,0.008330,0x00
1060,106,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8547,-0.0012,0.2570,0.008330,0x00
1070,107,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8615,0.0012,0.2594,0.008330,0x00
1080,108,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8715,0.0007,0.2594,0.008330,0x00
1090,109,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8776,-0.0012,0.2629,0.008330,0x00
1100,110,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8871,0.0006,0.2651,0.008330,0x00
1110,111,0.333200,0.989392,0.000000,-0.145268,0.000000,0.8926,0.0000,0.2670,0.008330,0x00
1120,112,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9009,0.0003,0.2717,0.008330,0x00
1130,113,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9101,-0.0023,0.2733,0.008330,0x00
1140,114,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9176,0.0004,0.2770,0.008330,0x00
1150,115,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9234,-0.0006,0.2784,0.008330,0x00
1160,116,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9319,0.0015,0.2805,0.008330,0x00
1170,117,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9423,-0.0006,0.2834,0.008330,0x00
1180,118,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9505,0.0002,0.2852,0.008330,0x00
1190,119,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9577,-0.0009,0.2872,0.008330,0x00
1200,120,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9652,0.0004,0.2907,0.008330,0x00
1210,121,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9723,-0.0001,0.2936,0.008330,0x00
1220,122,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9806,-0.0008,0.2947,0.008330,0x00
1230,123,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9902,0.0000,0.2982,0.008330,0x00
1240,124,0.333200,0.989392,0.000000,-0.145268,0.000000,0.9982,0.0008,0.2999,0.008330,0x00
1250,125,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0076,-0.0002,0.2997,0.008330,0x00
1260,126,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0149,-0.0005,0.3042,0.008330,0x00
1270,127,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0225,-0.0016,0.3052,0.008330,0x00
1280,128,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0276,-0.0008,0.3093,0.008330,0x00
1290,129,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0377,0.0003,0.3099,0.008330,0x00
1300,130,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0429,0.0001,0.3132,0.008330,0x00
1310,131,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0536,0.0007,0.3162,0.008330,0x00
1320,132,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0619,0.0002,0.3190,0.008330,0x00
1330,133,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0684,-0.0002,0.3211,0.008330,0x00
1340,134,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0779,-0.0004,0.3238,0.008330,0x00
1350,135,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0848,-0.0001,0.3265,0.008330,0x00
1360,136,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0911,-0.0013,0.3266,0.008330,0x00
1370,137,0.333200,0.989392,0.000000,-0.145268,0.000000,1.0987,-0.0007,0.3312,0.008330,0x00
1380,138,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1087,0.0002,0.3339,0.008330,0x00
1390,139,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1183,-0.0001,0.3366,0.008330,0x00
1400,140,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1251,-0.0008,0.3370,0.008330,0x00
1410,141,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1315,-0.0009,0.3397,0.008330,0x00
1420,142,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1417,0.0017,0.3410,0.008330,0x00
1430,143,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1493,-0.0010,0.3453,0.008330,0x00
1440,144,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1567,-0.0018,0.3481,0.008330,0x00
1450,145,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1642,-0.0005,0.3485,0.008330,0x00
1460,146,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1722,0.0004,0.3518,0.008330,0x00
1470,147,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1811,0.0004,0.3557,0.008330,0x00
1480,148,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1884,-0.0015,0.3578,0.008330,0x00
1490,149,0.333200,0.989392,0.000000,-0.145268,0.000000,1.1964,0.0011,0.3596,0.008330,0x00
1500,150,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2046,0.0003,0.3635,0.008330,0x00
1510,151,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2148,0.0001,0.3641,0.008330,0x00
1520,152,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2218,-0.0008,0.3667,0.008330,0x00
1530,153,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2287,0.0003,0.3679,0.008330,0x00
1540,154,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2351,-0.0021,0.3700,0.008330,0x00
1550,155,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2442,-0.0003,0.3755,0.008330,0x00
1560,156,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2537,-0.0010,0.3763,0.008330,0x00
1570,157,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2602,-0.0003,0.3785,0.008330,0x00
1580,158,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2692,-0.0003,0.3818,0.008330,0x00
1590,159,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2754,0.0000,0.3857,0.008330,0x00
1600,160,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2848,0.0014,0.3856,0.008330,0x00
1610,161,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2931,-0.0001,0.3877,0.008330,0x00
1620,162,0.333200,0.989392,0.000000,-0.145268,0.000000,1.2997,0.0004,0.3894,0.008330,0x00
1630,163,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3091,0.0011,0.3931,0.008330,0x00
1640,164,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3162,0.0005,0.3948,0.008330,0x00
1650,165,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3254,-0.0018,0.3971,0.008330,0x00
1660,166,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3304,-0.0015,0.4012,0.008330,0x00
1670,167,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3413,-0.0007,0.4008,0.008330,0x00
1680,168,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3454,-0.0005,0.4071,0.008330,0x00
1690,169,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3568,-0.0006,0.4075,0.008330,0x00
1700,170,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3628,-0.0003,0.4096,0.008330,0x00
1710,171,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3722,0.0008,0.4122,0.008330,0x00
1720,172,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3809,-0.0007,0.4151,0.008330,0x00
1730,173,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3899,-0.0010,0.4158,0.008330,0x00
1740,174,0.333200,0.989392,0.000000,-0.145268,0.000000,1.3976,-0.0002,0.4204,0.008330,0x00
1750,175,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4038,0.0015,0.4216,0.008330,0x00
1760,176,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4124,0.0016,0.4235,0.008330,0x00
1770,177,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4192,-0.0004,0.4267,0.008330,0x00
1780,178,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4266,0.0006,0.4281,0.008330,0x00
1790,179,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4373,-0.0024,0.4302,0.008330,0x00
1800,180,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4424,-0.0008,0.4336,0.008330,0x00
1810,181,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4519,-0.0003,0.4356,0.008330,0x00
1820,182,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4603,-0.0010,0.4389,0.008330,0x00
1830,183,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4687,0.0004,0.4411,0.008330,0x00
1840,184,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4763,0.0020,0.4429,0.008330,0x00
1850,185,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4837,-0.0008,0.4443,0.008330,0x00
1860,186,0.333200,0.989392,0.000000,-0.145268,0.000000,1.4907,-0.0009,0.4477,0.008330,0x00
1870,187,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5003,0.0001,0.4494,0.008330,0x00
1880,188,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5088,0.0007,0.4524,0.008330,0x00
1890,189,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5152,0.0005,0.4551,0.008330,0x00
1900,190,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5224,-0.0001,0.4576,0.008330,0x00
1910,191,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5310,0.0002,0.4583,0.008330,0x00
1920,192,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5412,0.0012,0.4619,0.008330,0x00
1930,193,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5482,-0.0024,0.4634,0.008330,0x00
1940,194,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5555,-0.0011,0.4676,0.008330,0x00
1950,195,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5658,-0.0012,0.4685,0.008330,0x00
1960,196,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5720,0.0016,0.4705,0.008330,0x00
1970,197,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5800,0.0018,0.4725,0.008330,0x00
1980,198,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5864,-0.0004,0.4760,0.008330,0x00
1990,199,0.333200,0.989392,0.000000,-0.145268,0.000000,1.5965,0.0002,0.4771,0.008330,0x00
2000,200,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6042,-0.0006,0.4826,0.008330,0x00
2010,201,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6110,-0.0006,0.4842,0.008330,0x00
2020,202,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6204,0.0004,0.4844,0.008330,0x00
2030,203,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6281,-0.0010,0.4887,0.008330,0x00
2040,204,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6342,0.0004,0.4901,0.008330,0x00
2050,205,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6423,0.0007,0.4935,0.008330,0x00
2060,206,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6509,0.0015,0.4952,0.008330,0x00
2070,207,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6595,0.0003,0.4974,0.008330,0x00
2080,208,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6680,-0.0005,0.5000,0.008330,0x00
2090,209,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6768,-0.0010,0.5004,0.008330,0x00
2100,210,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6851,0.0025,0.5048,0.008330,0x00
2110,211,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6895,-0.0003,0.5073,0.008330,0x00
2120,212,0.333200,0.989392,0.000000,-0.145268,0.000000,1.6992,-0.0011,0.5106,0.008330,0x00
2130,213,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7079,-0.0015,0.5131,0.008330,0x00
2140,214,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7174,0.0002,0.5145,0.008330,0x00
2150,215,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7232,0.0006,0.5155,0.008330,0x00
2160,216,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7315,-0.0004,0.5215,0.008330,0x00
2170,217,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7391,0.0017,0.5209,0.008330,0x00
2180,218,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7479,0.0003,0.5235,0.008330,0x00
2190,219,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7554,0.0012,0.5265,0.008330,0x00
2200,220,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7615,-0.0000,0.5283,0.008330,0x00
2210,221,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7709,-0.0001,0.5299,0.008330,0x00
2220,222,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7776,0.0005,0.5334,0.008330,0x00
2230,223,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7846,0.0008,0.5366,0.008330,0x00
2240,224,0.333200,0.989392,0.000000,-0.145268,0.000000,1.7944,-0.0013,0.5396,0.008330,0x00
2250,225,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8035,0.0024,0.5416,0.008330,0x00
2260,226,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8115,-0.0002,0.5444,0.008330,0x00
2270,227,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8197,0.0013,0.5454,0.008330,0x00
2280,228,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8266,-0.0005,0.5491,0.008330,0x00
2290,229,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8365,-0.0005,0.5503,0.008330,0x00
2300,230,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8433,-0.0002,0.5541,0.008330,0x00
2310,231,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8487,-0.0008,0.5547,0.008330,0x00
2320,232,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8567,-0.0010,0.5570,0.008330,0x00
2330,233,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8668,0.0011,0.5601,0.008330,0x00
2340,234,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8739,-0.0001,0.5638,0.008330,0x00
2350,235,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8819,-0.0009,0.5657,0.008330,0x00
2360,236,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8907,0.0006,0.5675,0.008330,0x00
2370,237,0.333200,0.989392,0.000000,-0.145268,0.000000,1.8996,-0.0010,0.5699,0.008330,0x00
2380,238,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9066,-0.0012,0.5707,0.008330,0x00
2390,239,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9155,-0.0004,0.5737,0.008330,0x00
2400,240,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9227,0.0011,0.5748,0.008330,0x00
2410,241,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9293,-0.0009,0.5809,0.008330,0x00
2420,242,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9390,0.0008,0.5807,0.008330,0x00
2430,243,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9456,0.0004,0.5843,0.008330,0x00
2440,244,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9553,-0.0002,0.5869,0.008330,0x00
2450,245,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9629,0.0008,0.5899,0.008330,0x00
2460,246,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9691,-0.0022,0.5924,0.008330,0x00
2470,247,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9798,-0.0010,0.5920,0.008330,0x00
2480,248,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9867,0.0009,0.5980,0.008330,0x00
2490,249,0.333200,0.989392,0.000000,-0.145268,0.000000,1.9951,-0.0004,0.5977,0.008330,0x00
2500,250,0.333200,0.989392,0.000000,-0.145268,0.000000,2.0026,-0.0003,0.6000,0.008330,0x00
2510,251,0.333200,0.989392,0.000000,-0.145268,0.000000,2.0126,0.0018,0.6045,0.008330,0x00
